"scenario id","scen name","pub name","first side result","second side name","second side result","url link"
AK46,"The Fall of Mechili","Afrikakorps 6: Combined Arms",German,1,"Indian (British)",1,https://vasl-templates.org/services/roar/3971
AK47,"Barring the Door","Afrikakorps 6: Combined Arms",British,0,German,0,https://vasl-templates.org/services/roar/3972
AK48,"A Fighting Withdrawal","Afrikakorps 6: Combined Arms",British,1,German,0,https://vasl-templates.org/services/roar/3973
AK49,"Codeword: Laxative","Afrikakorps 6: Combined Arms",British,2,Italian,1,https://vasl-templates.org/services/roar/3974
AK50,"Cunlayer Halm","Afrikakorps 6: Combined Arms",German,1,British,0,https://vasl-templates.org/services/roar/3975
AK51,"Clash of Armor","Afrikakorps 7: Battle of Gazala",British,1,German,1,https://vasl-templates.org/services/roar/4110
AK52,"The Group Crüwell Feint","Afrikakorps 7: Battle of Gazala",Axis,0,British,1,https://vasl-templates.org/services/roar/4111
AK53,"Action at Point 171","Afrikakorps 7: Battle of Gazala",Axis,0,British,0,https://vasl-templates.org/services/roar/4112
AK54,"The Panzer Thrust is Slowed","Afrikakorps 7: Battle of Gazala",German,0,British,0,https://vasl-templates.org/services/roar/4113
AK55,"The Destruction of the 150th Brigade","Afrikakorps 7: Battle of Gazala",German,1,British,0,https://vasl-templates.org/services/roar/4114
AK56,Aberdeen,"Afrikakorps 7: Battle of Gazala",British,0,German,2,https://vasl-templates.org/services/roar/4115
AK57,"Crisis at Knightsbridge","Afrikakorps 7: Battle of Gazala",German,0,British,0,https://vasl-templates.org/services/roar/4116
AK58,"The Fall of Point 186","Afrikakorps 7: Battle of Gazala","Free French",0,Axis,0,https://vasl-templates.org/services/roar/4117
AK59,"Tobruk Falls","Afrikakorps 7: Battle of Gazala",German,0,British,0,https://vasl-templates.org/services/roar/4118
AK60,"Frontier Surprise","Afrikakorps 8: Frontier War",Italian,0,British,0,https://vasl-templates.org/services/roar/4119
AK61,"Let Us Prey","Afrikakorps 8: Frontier War",Italian,0,British,0,https://vasl-templates.org/services/roar/4120
AK62,"Swanning About","Afrikakorps 8: Frontier War",Italian,0,British,0,https://vasl-templates.org/services/roar/4121
AK63,"Combe Force","Afrikakorps 8: Frontier War",British,0,Italian,1,https://vasl-templates.org/services/roar/4122
AK64,"Electric Whiskers","Afrikakorps 8: Frontier War",British,0,Italian,0,https://vasl-templates.org/services/roar/4123
AK65,"The Fall of Camp Nibeiwa","Afrikakorps 8: Frontier War",Italian,0,British,0,https://vasl-templates.org/services/roar/4124
AK66,"March to Fire","Afrikakorps 8: Frontier War",Italian,0,British,0,https://vasl-templates.org/services/roar/4125
AK67,"Pride Before Fall","Afrikakorps 8: Frontier War",British,0,Italian,0,https://vasl-templates.org/services/roar/4126
AK68,"Sidi Barrani","Afrikakorps 9: Reluctant Offensive",Italian,0,British,0,https://vasl-templates.org/services/roar/4127
AK69,"Next Stop Sidi Omar","Afrikakorps 9: Reluctant Offensive",British,0,Italian,0,https://vasl-templates.org/services/roar/4128
AK70,"Ciao Time!","Afrikakorps 9: Reluctant Offensive",Italian,0,British,0,https://vasl-templates.org/services/roar/4129
AK71,"A Test of Nerve","Afrikakorps 9: Reluctant Offensive",Italian,0,British,0,https://vasl-templates.org/services/roar/4130
AK72,"The Tobruk Perimeter","Afrikakorps 9: Reluctant Offensive",Italian,0,British,0,https://vasl-templates.org/services/roar/4131
AK73,"Intel Coup at Mechili","Afrikakorps 9: Reluctant Offensive",Italian,0,British,0,https://vasl-templates.org/services/roar/4132
AK74,"Sabratha Stand","Afrikakorps 9: Reluctant Offensive",British,0,Italian,0,https://vasl-templates.org/services/roar/4133
AK75,"Fox Killed in the Open","Afrikakorps 9: Reluctant Offensive",Italian,0,British,0,https://vasl-templates.org/services/roar/4134
AK76,"Along the Via Balbia","Afrikakorps 10:  Along the Via Balbia",British,0,Italian,0,https://vasl-templates.org/services/roar/4135
AK77,"Chance Encounter","Afrikakorps 10:  Along the Via Balbia",British,0,German,0,https://vasl-templates.org/services/roar/4136
AK78,"On Deadly Ground","Afrikakorps 10:  Along the Via Balbia",British,0,German,0,https://vasl-templates.org/services/roar/4137
AK79,"Before the Ghibli Comes","Afrikakorps 10:  Along the Via Balbia","Free French",1,German,0,https://vasl-templates.org/services/roar/4138
AK80,"Desert Citadel","Afrikakorps 10:  Along the Via Balbia","Free French",0,Italian,0,https://vasl-templates.org/services/roar/4139
AK81,"Bedja Blockade","Afrikakorps 10:  Along the Via Balbia",Italian,0,"Free French",0,https://vasl-templates.org/services/roar/4140
AK82,"Liquid Gold","Afrikakorps 10:  Along the Via Balbia",Italian,0,Australian,0,https://vasl-templates.org/services/roar/4141
AK83,"On to Solaro and Pilastrino","Afrikakorps 10:  Along the Via Balbia",Australian,0,Italian,0,https://vasl-templates.org/services/roar/4142
AK84,"Setback at El Adem","Afrikakorps 11: Hellfire pass and beyond",German,0,Commonwealth,0,https://vasl-templates.org/services/roar/6198
AK85,"The Pastor's Punch","Afrikakorps 11: Hellfire pass and beyond",Commonwealth,0,German,0,https://vasl-templates.org/services/roar/6199
AK86,"Jock Column","Afrikakorps 11: Hellfire pass and beyond",German,0,British,0,https://vasl-templates.org/services/roar/6200
AK87,"The ""Bengazi Handicap""","Afrikakorps 11: Hellfire pass and beyond",British,0,German,0,https://vasl-templates.org/services/roar/6201
AK88,Teufelgarten,"Afrikakorps 11: Hellfire pass and beyond",British,0,Italian,0,https://vasl-templates.org/services/roar/6202
AK89,"Day of High Danger","Afrikakorps 11: Hellfire pass and beyond",German,0,Australian,0,https://vasl-templates.org/services/roar/6203
AK90,"Djebel El Rahr Holdouts","Afrikakorps 11: Hellfire pass and beyond",British,0,German,1,https://vasl-templates.org/services/roar/6204
AK91,"El Duda Knights","Afrikakorps 11: Hellfire pass and beyond",Commonwealth,0,Italian,0,https://vasl-templates.org/services/roar/6205
ABS1,"Advance to Contact","Airborne Stand: Battle of the Marcus Heim Causeway",American,1,German,0,https://vasl-templates.org/services/roar/3262
ABS2,"Hold the Bridge","Airborne Stand: Battle of the Marcus Heim Causeway",American,0,German,0,https://vasl-templates.org/services/roar/3263
ABS3,"Heim's Causeway Bound","Airborne Stand: Battle of the Marcus Heim Causeway",German,0,American,1,https://vasl-templates.org/services/roar/3264
ABS4,"No Better Place to Die","Airborne Stand: Battle of the Marcus Heim Causeway",German,1,American,0,https://vasl-templates.org/services/roar/3265
ABS5,"Confused Firefight","Airborne Stand: Battle of the Marcus Heim Causeway",American,0,German,0,https://vasl-templates.org/services/roar/3266
ABS6,"Steel Rain","Airborne Stand: Battle of the Marcus Heim Causeway",American,0,German,1,https://vasl-templates.org/services/roar/3267
ABS7,"Easy Company","Airborne Stand: Battle of the Marcus Heim Causeway",American,0,German,0,https://vasl-templates.org/services/roar/3268
ABS8,"Headlong Charge","Airborne Stand: Battle of the Marcus Heim Causeway",American,0,German,0,https://vasl-templates.org/services/roar/3269
ABS9,"Forming the Perimeter","Airborne Stand: Battle of the Marcus Heim Causeway",German,0,American,0,https://vasl-templates.org/services/roar/3270
ABS10,"Le Motey Punch","Airborne Stand: Battle of the Marcus Heim Causeway",American,0,German,0,https://vasl-templates.org/services/roar/3271
ABS11,"North to Timmes","Airborne Stand: Battle of the Marcus Heim Causeway",American,0,German,0,https://vasl-templates.org/services/roar/3272
ABS12,"All American","Airborne Stand: Battle of the Marcus Heim Causeway",German,0,American,0,https://vasl-templates.org/services/roar/3274
WCR1,Gusville,"Anzio-1944- On patrol 1st Special Service Force",American,0,German,1,https://vasl-templates.org/services/roar/5597
WCR2,"7th Luftwaffe's Attack","Anzio-1944- On patrol 1st Special Service Force",American,0,German,0,https://vasl-templates.org/services/roar/5598
WCR3,"Raid at Sussuno","Anzio-1944- On patrol 1st Special Service Force",German,0,American,0,https://vasl-templates.org/services/roar/5599
WCR4,"Hold at All Costs","Anzio-1944- On patrol 1st Special Service Force",German,0,American,0,https://vasl-templates.org/services/roar/5600
WCR5,"Raid at Cerreto Alto","Anzio-1944- On patrol 1st Special Service Force",American,1,German/Italian,1,https://vasl-templates.org/services/roar/5601
WCR6,"Raid on Litoranea","Anzio-1944- On patrol 1st Special Service Force",American,1,German/Italian,0,https://vasl-templates.org/services/roar/5603
WCR7,"A Primed Situation","Anzio-1944- On patrol 1st Special Service Force",German,0,American,2,https://vasl-templates.org/services/roar/5604
KGP-IV,"Above the Prayers","ASL News",German,6,American,8,https://vasl-templates.org/services/roar/407
NEWS1,"The Cauquigny Bridgehead","ASL News",American,0,German,1,https://vasl-templates.org/services/roar/353
NEWS2,"Close to the Edge (ASL)","ASL News",German,0,Russian,0,https://vasl-templates.org/services/roar/354
NEWS3,"Breakthrough Towards Tarnopol","ASL News",Russian,0,German,1,https://vasl-templates.org/services/roar/355
NEWS4,"Just Another Bridge (Delux)","ASL News",Russian,0,German,4,https://vasl-templates.org/services/roar/356
NEWS5,"Search & Destroy","ASL News",Russian,2,German,4,https://vasl-templates.org/services/roar/357
NEWS6,"Heros of Mtsensk","ASL News",German,0,Russian,0,https://vasl-templates.org/services/roar/358
NEWS7,"Rescue Behle","ASL News",Russian,1,Finnish/German,1,https://vasl-templates.org/services/roar/359
NEWS11,"Port-Filliolet Crossrads","ASL News",American,4,German,2,https://vasl-templates.org/services/roar/360
NEWS12,"Bloody Christmas","ASL News",American,0,German,0,https://vasl-templates.org/services/roar/361
NEWS13,"Go Your Way","ASL News",German,3,Partisan,5,https://vasl-templates.org/services/roar/362
NEWS14,"Indian Sacrifice","ASL News",British,2,German,2,https://vasl-templates.org/services/roar/363
NEWS16,"Tumult From The Clouds","ASL News",German,0,Norwegian,4,https://vasl-templates.org/services/roar/364
NEWS19,"First Contact-First Defeat","ASL News",Polish,18,German,10,https://vasl-templates.org/services/roar/365
NEWS20,"Trojan Horses","ASL News",German,2,American,2,https://vasl-templates.org/services/roar/366
NEWS22,"Tricks of War","ASL News",Dutch,1,German,0,https://vasl-templates.org/services/roar/367
NEWS23,"Plans Gone Astray","ASL News",British,4,German,9,https://vasl-templates.org/services/roar/368
NEWS24,"Close to the Edge (RB)","ASL News",German,1,Russian,0,https://vasl-templates.org/services/roar/369
NEWS25,"Under Fire","ASL News",German,9,Polish,8,https://vasl-templates.org/services/roar/370
NEWS26,Turncoats,"ASL News",German,7,Romanian,3,https://vasl-templates.org/services/roar/371
NEWS27,"An Aborted Counterattack","ASL News",Italian,2,American,1,https://vasl-templates.org/services/roar/372
NEWS28,"Freedom Fighters","ASL News",German,0,"Free French",3,https://vasl-templates.org/services/roar/373
NEWS29,"A Push in the Bush","ASL News",Italian,0,British,1,https://vasl-templates.org/services/roar/374
NEWS30,"Across the Wire","ASL News",British,0,Italian,0,https://vasl-templates.org/services/roar/375
NEWS31,"State Farm 41","ASL News",German,8,Russian,19,https://vasl-templates.org/services/roar/376
NEWS32,"Death and Ruins","ASL News",American,2,German,5,https://vasl-templates.org/services/roar/377
NEWS33,"Paper Tigers","ASL News",Russian,6,German,4,https://vasl-templates.org/services/roar/378
NEWS34,"Seize Paris","ASL News",German,0,"Free French",0,https://vasl-templates.org/services/roar/379
NEWS35,"Not to Lose Face","ASL News",Chinese,3,Japanese,3,https://vasl-templates.org/services/roar/380
NEWS36,"Before the Ghible Comes","ASL News",German,3,"Free French",0,https://vasl-templates.org/services/roar/381
NEWS37,"A Bush Across the Street","ASL News",German,4,Russian,7,https://vasl-templates.org/services/roar/382
NEWS38,"Time to Burn","ASL News",British,1,German,3,https://vasl-templates.org/services/roar/383
NEWS39,"Sauve qui peut! (Lord Help Us)","ASL News",American,0,German,2,https://vasl-templates.org/services/roar/384
NEWS40,"Rolling Thunder","ASL News",French,2,German,6,https://vasl-templates.org/services/roar/385
NEWS41,"Objective Princenhage","ASL News",German,5,French,1,https://vasl-templates.org/services/roar/386
NEWS42,"Welcome To Vietnam","ASL News",French,8,Japanese,0,https://vasl-templates.org/services/roar/387
NEWS43,"Salamanders Into the Flames","ASL News",French,3,German,4,https://vasl-templates.org/services/roar/388
NEWS44,"Cornered Tigers","ASL News",British,6,German,10,https://vasl-templates.org/services/roar/389
NEWS45,"Red On White","ASL News",American,2,German,4,https://vasl-templates.org/services/roar/390
NEWS46,"Justify the Losses","ASL News",German,0,British,1,https://vasl-templates.org/services/roar/5381
NEWS47,"Shout for PIATs","ASL News",German,1,British,1,https://vasl-templates.org/services/roar/5382
NEWS48,"For One More Hour","ASL News",French,5,German,4,https://vasl-templates.org/services/roar/391
NEWS49,"Assault on Pointe du Hoc","ASL News",American,0,German,0,https://vasl-templates.org/services/roar/392
NEWS50,"The Grain of Sand","ASL News",German,4,French,1,https://vasl-templates.org/services/roar/393
NEWS51,"Forward Defense","ASL News",American/Philippine,0,Japanese,6,https://vasl-templates.org/services/roar/394
NEWS52,"Time for Lunch","ASL News",German,5,American,1,https://vasl-templates.org/services/roar/395
NEWS53,"Fuel Depot","ASL News",American,6,German,6,https://vasl-templates.org/services/roar/396
NEWS54,"Devils in the Graveyard","ASL News",German,10,American,10,https://vasl-templates.org/services/roar/397
NEWS55,"Road Block at Stoumont","ASL News",American,7,German,0,https://vasl-templates.org/services/roar/398
NEWS56,"Tumult From the Clouds","ASL News",German,4,Norwegian,2,https://vasl-templates.org/services/roar/399
NEWS57,"Red Dragon","ASL News",Chinese,3,Japanese,3,https://vasl-templates.org/services/roar/400
NEWS58,Nemesis,"ASL News",German,2,"New Zealand",2,https://vasl-templates.org/services/roar/401
NEWS59,"Misty Morning","ASL News",American,2,German,1,https://vasl-templates.org/services/roar/402
NEWS60,"Call them Ironsides","ASL News",British/Partisan,0,German,1,https://vasl-templates.org/services/roar/403
NEWS61,"Elusive Armor","ASL News",American,1,Japanese,6,https://vasl-templates.org/services/roar/404
NEWS62,"Down the Road","ASL News",American,0,German,2,https://vasl-templates.org/services/roar/405
NEWS63,"DC Party","ASL News",American,1,German,0,https://vasl-templates.org/services/roar/406
NEWS69,"L'Amour, L'Amour, L'Amour","ASL News",German,3,Canadian,2,https://vasl-templates.org/services/roar/1162
OPEN3,"Streets of Stalingrad","ASL Open",German,0,Russian,0,https://vasl-templates.org/services/roar/6119
SAM1,"Poles Apart","ASL Sweden Magazine",Russian,3,Polish,0,https://vasl-templates.org/services/roar/3399
SAM2,"A Royal Escape","ASL Sweden Magazine",German,0,"Greek/New Zealand",0,https://vasl-templates.org/services/roar/3400
ASLUG1,"Beyond the PAKfronts","ASL Union of Gamers Newsletter",German,16,Russian,13,https://vasl-templates.org/services/roar/408
ASLUG2,"Chateau Cherry","ASL Union of Gamers Newsletter",American,23,German,12,https://vasl-templates.org/services/roar/409
ASLUG3,"Tough Nut to Crack","ASL Union of Gamers Newsletter",Australian,13,Japanese,13,https://vasl-templates.org/services/roar/410
ASLUG4,"Camp Nibeiwa","ASL Union of Gamers Newsletter",Italian,16,British,4,https://vasl-templates.org/services/roar/411
ASLUG5,"Shootout at Singling","ASL Union of Gamers Newsletter",German,20,American,7,https://vasl-templates.org/services/roar/412
ASLUG6,"One Step Forward","ASL Union of Gamers Newsletter",German,22,French,22,https://vasl-templates.org/services/roar/413
ASLUG7,"Hart Attack","ASL Union of Gamers Newsletter",American/British,8,German,7,https://vasl-templates.org/services/roar/414
ASLUG8,"Desert Citadel","ASL Union of Gamers Newsletter",Italian,8,French,7,https://vasl-templates.org/services/roar/415
ASLUG9,"Sword Play","ASL Union of Gamers Newsletter",British,13,Japanese,16,https://vasl-templates.org/services/roar/416
ASLUG10,"Twilight's Last Gleaming","ASL Union of Gamers Newsletter",German,15,American,13,https://vasl-templates.org/services/roar/417
